iter	RMSE
624	0.06750391681
625	0.06743987083
626	0.06734291445
627	0.06728278692
628	0.06721106426
629	0.06720087422
630	0.06715609119
631	0.06714611843
632	0.06707871882
633	0.06699507526
634	0.06695343238
635	0.06689032543
636	0.06683199592
637	0.06675407142
638	0.06673706677
639	0.06667983423
640	0.06660693133
641	0.06654853377
642	0.06648986006
643	0.06645573374
644	0.06638907742
645	0.0663802575
646	0.06634164868
647	0.06631115277
648	0.06627818361
649	0.06623188568
650	0.06616769905
651	0.06615952571
652	0.06615068835
653	0.06612618564
654	0.06604686081
655	0.06600722949
656	0.06599621068
657	0.06597714669
658	0.06592008487
659	0.06590338494
660	0.0658462581
661	0.06583967026
662	0.06583158555
663	0.0657781551
664	0.06574051662
665	0.06565813855
666	0.06559273741
667	0.06552265881
668	0.06551588708
669	0.06548651349
670	0.06541364896
671	0.06537641536
672	0.06531125934
673	0.06526385386
674	0.06525759864
675	0.06518301792
676	0.06511124607
677	0.06505852752
678	0.06500008463
679	0.06494030467
680	0.06493238398
681	0.06487468369
682	0.0648101191
683	0.06475931084
684	0.06475098207
685	0.06474381077
686	0.06470323212
687	0.06463399357
688	0.06457767317
689	0.06450513626
690	0.06441714511
691	0.06433673906
692	0.06426128331
693	0.0641849318
694	0.06415965451
695	0.06409966491
696	0.06401620496
697	0.06394121354
698	0.06393388064
699	0.06388461932
700	0.06383900601
701	0.06379702649
702	0.06372491338
703	0.06366581988
704	0.06360641947
705	0.06359926896
706	0.06354608754
707	0.0635071317
708	0.06346308025
709	0.0634209185
710	0.06335798724
711	0.06332977982
712	0.06327452049
713	0.06321001924
714	0.06319341133
715	0.0631447842
716	0.06306399353
717	0.06301622699
718	0.0629570708
719	0.06290776482
720	0.062835205
721	0.06277925179
722	0.06271179161
723	0.06265660082
724	0.06261201725
725	0.06257773892
726	0.06251409456
727	0.06245400315
728	0.06243223631
729	0.06242706275
730	0.06237824822
731	0.0623453891
732	0.06233699377
733	0.06227842524
734	0.06223721932
735	0.06218926851
736	0.06213813712
737	0.06208870264
738	0.06202852456
739	0.06197136996
740	0.06196420587
741	0.06192200017
742	0.0618618481
743	0.06184368661
744	0.06181168559
745	0.06174761837
746	0.06173104874
747	0.06165285544
748	0.06162346284
749	0.06158114561
750	0.06157627853
751	0.06150158176
752	0.06143525038
753	0.06133348595
754	0.0612693637
755	0.06121192814
756	0.06120514566
757	0.06116259303
758	0.06111467045
759	0.06102883533
760	0.06095821343
761	0.06090464519
762	0.06082785922
763	0.06073639689
764	0.0606858738
765	0.06062303363
766	0.06058169591
767	0.06051494406
768	0.0604866724
769	0.0604417093
770	0.06043666612
771	0.06038015179
772	0.06033446733
773	0.06026580923
774	0.06019169798
775	0.06018691251
776	0.0601634798
777	0.06015896322
778	0.06011854892
779	0.06005792673
780	0.06000295013
781	0.05996744376
782	0.05990005887
783	0.05984587438
784	0.05979274155
785	0.05974718406
786	0.05969370392
787	0.05962323498
788	0.05956681188
789	0.05953868244
790	0.05950126566
791	0.05944741229
792	0.05944291753
793	0.05938470476
794	0.05934375314
795	0.0592882532
796	0.05922428604
797	0.05921041025
798	0.0591755615
799	0.05908702522
800	0.05902271643
801	0.05897341286
802	0.05889313858
803	0.05883646637
804	0.05878707882
805	0.05872342064
806	0.05868616504
807	0.05862565956
808	0.05858541579
809	0.05854206448
810	0.05848127784
811	0.05840486923
812	0.05835231208
813	0.05830093821
814	0.05825564627
815	0.05819666687
816	0.05816109327
817	0.05810214463
818	0.05808258323
819	0.05802141541
820	0.05794234158
821	0.0578932151
822	0.0578490089
823	0.05780959257
824	0.05774327039
825	0.05773590176
826	0.05772236118
827	0.05771671099
828	0.0576604571
829	0.05765536247
830	0.05760900581
831	0.05756235105
832	0.05751026215
833	0.05744889114
834	0.05744485645
835	0.05739044337
836	0.05735102551
837	0.0573096323
838	0.057255019
839	0.05722393413
840	0.05718412483
841	0.05713772206
842	0.05709614349
843	0.05704741012
844	0.05700869582
845	0.05695679432
846	0.05687214643
847	0.05686640422
848	0.05682895261
849	0.05678765806
850	0.05677995298
851	0.05674853444
852	0.05669633834
853	0.0566418291
854	0.0565614295
855	0.05649730929
856	0.05644174057
857	0.05638452054
858	0.05634672626
859	0.056343327
860	0.05631868122
861	0.0562612516
862	0.05622214968
863	0.05620503846
864	0.05613617522
865	0.05607036102
866	0.05599387747
867	0.05593429618
868	0.05590616159
869	0.05584044863
870	0.05582233868
871	0.05576355356
872	0.05572261475
873	0.0556756812
874	0.05566160315
875	0.05562698915
876	0.05558243154
877	0.05557727374
878	0.05556439855
879	0.05551463368
880	0.05551064801
881	0.05550600216
882	0.05545030364
883	0.0553974908
884	0.05537855271
885	0.05532687707
886	0.05531205847
887	0.05525089157
888	0.05517657353
889	0.05512376915
890	0.05508567614
891	0.05504008958
892	0.05499851968
893	0.05494920281
894	0.05490673021
895	0.05485633907
896	0.05482301601
897	0.0547686774
898	0.05470948061
899	0.0546461999
900	0.05460372556
901	0.0545955585
902	0.05459052254
903	0.05453962965
904	0.05451628844
905	0.05443342797
906	0.05440246263
907	0.05434160486
908	0.05430160945
909	0.05426387964
910	0.05422589669
911	0.05418408678
912	0.05412362079
913	0.05405823454
914	0.05403795773
915	0.05398469913
916	0.05394890447
917	0.0539001674
918	0.05387051713
919	0.05386367698
920	0.05383920731
921	0.05380533815
922	0.05373538218
923	0.05366590372
924	0.05362105198
925	0.05357992156
926	0.05353570725
927	0.05350409512
928	0.0534423731
929	0.05343906039
930	0.0533941209
931	0.0533442544
932	0.05331793098
933	0.05327927328
934	0.05323972267
935	0.05319019668
936	0.0531393786
937	0.0530929699
938	0.05306118069
939	0.05303232848
940	0.05297049991
941	0.05292332713
942	0.05286073131
943	0.05283159907
944	0.05277174802
945	0.05276740099
946	0.05273429379
947	0.05271212368
948	0.0526661002
949	0.05261210188
950	0.05257124626
951	0.0525242498
952	0.05249386259
953	0.05245995767
954	0.05241986373
955	0.05238740104
956	0.05234147773
957	0.05229272429
958	0.05228904409
959	0.05224868385
960	0.05219594077
961	0.05213016632
962	0.05209703905
963	0.05203308459
964	0.05202579402
965	0.05197566693
966	0.05197209064
967	0.05194505423
968	0.05190839178
969	0.0518629747
970	0.05184042021
971	0.05181165685
972	0.05176405036
973	0.05171520864
974	0.0516713981
975	0.05166862522
976	0.05164857659
977	0.05162740165
978	0.05159227931
979	0.05157339106
980	0.05152240038
981	0.05147423773
982	0.05142858928
983	0.05139103145
984	0.05134440195
985	0.05128732002
986	0.05128429199
987	0.05124723007
988	0.0512193417
989	0.05116626157
990	0.05110259352
991	0.05104711455
992	0.05101796424
993	0.05096593992
994	0.05090824258
995	0.05090514336
996	0.05087345014
997	0.05082215617
998	0.05077480002
999	0.05073101002
